call_put,strike,mid,rate,q,spot,maturity_years
put,385000.0,0.10500000000000001,0.02,0.0,421.82,0.021917808219178082
put,386000.0,0.11499999999999999,0.02,0.0,421.82,0.021917808219178082
put,387000.0,0.11499999999999999,0.02,0.0,421.82,0.021917808219178082
put,388000.0,0.11499999999999999,0.02,0.0,421.82,0.021917808219178082
put,389000.0,0.11499999999999999,0.02,0.0,421.82,0.021917808219178082
put,390000.0,0.125,0.02,0.0,421.82,0.021917808219178082
put,391000.0,0.125,0.02,0.0,421.82,0.021917808219178082
put,392000.0,0.135,0.02,0.0,421.82,0.021917808219178082
put,392500.0,0.135,0.02,0.0,421.82,0.021917808219178082
put,393000.0,0.135,0.02,0.0,421.82,0.021917808219178082
put,394000.0,0.14500000000000002,0.02,0.0,421.82,0.021917808219178082
put,395000.0,0.14500000000000002,0.02,0.0,421.82,0.021917808219178082
put,396000.0,0.155,0.02,0.0,421.82,0.021917808219178082
put,397000.0,0.165,0.02,0.0,421.82,0.021917808219178082
put,397500.0,0.165,0.02,0.0,421.82,0.021917808219178082
put,398000.0,0.165,0.02,0.0,421.82,0.021917808219178082
put,399000.0,0.175,0.02,0.0,421.82,0.021917808219178082
put,400000.0,0.185,0.02,0.0,421.82,0.021917808219178082
put,401000.0,0.195,0.02,0.0,421.82,0.021917808219178082
put,402000.0,0.215,0.02,0.0,421.82,0.021917808219178082
put,402500.0,0.225,0.02,0.0,421.82,0.021917808219178082
put,403000.0,0.225,0.02,0.0,421.82,0.021917808219178082
put,404000.0,0.245,0.02,0.0,421.82,0.021917808219178082
put,405000.0,0.275,0.02,0.0,421.82,0.021917808219178082
put,406000.0,0.295,0.02,0.0,421.82,0.021917808219178082
put,407000.0,0.335,0.02,0.0,421.82,0.021917808219178082
put,407500.0,0.345,0.02,0.0,421.82,0.021917808219178082
put,408000.0,0.375,0.02,0.0,421.82,0.021917808219178082
put,409000.0,0.415,0.02,0.0,421.82,0.021917808219178082
put,410000.0,0.475,0.02,0.0,421.82,0.021917808219178082
put,411000.0,0.535,0.02,0.0,421.82,0.021917808219178082
put,412000.0,0.615,0.02,0.0,421.82,0.021917808219178082
put,412500.0,0.665,0.02,0.0,421.82,0.021917808219178082
put,413000.0,0.705,0.02,0.0,421.82,0.021917808219178082
put,414000.0,0.825,0.02,0.0,421.82,0.021917808219178082
put,415000.0,0.955,0.02,0.0,421.82,0.021917808219178082
put,416000.0,1.1150000000000002,0.02,0.0,421.82,0.021917808219178082
put,417000.0,1.3050000000000002,0.02,0.0,421.82,0.021917808219178082
put,417500.0,1.415,0.02,0.0,421.82,0.021917808219178082
put,418000.0,1.53,0.02,0.0,421.82,0.021917808219178082
put,419000.0,1.8,0.02,0.0,421.82,0.021917808219178082
put,420000.0,2.115,0.02,0.0,421.82,0.021917808219178082
put,421000.0,2.495,0.02,0.0,421.82,0.021917808219178082
put,422000.0,2.925,0.02,0.0,421.82,0.021917808219178082
put,423000.0,3.425,0.02,0.0,421.82,0.021917808219178082
put,424000.0,3.99,0.02,0.0,421.82,0.021917808219178082
put,425000.0,4.625,0.02,0.0,421.82,0.021917808219178082
put,426000.0,5.3149999999999995,0.02,0.0,421.82,0.021917808219178082
put,427000.0,6.055,0.02,0.0,421.82,0.021917808219178082
put,428000.0,6.859999999999999,0.02,0.0,421.82,0.021917808219178082
put,429000.0,7.720000000000001,0.02,0.0,421.82,0.021917808219178082
put,430000.0,8.645,0.02,0.0,421.82,0.021917808219178082
put,431000.0,9.56,0.02,0.0,421.82,0.021917808219178082
put,432000.0,10.56,0.02,0.0,421.82,0.021917808219178082
put,433000.0,11.555,0.02,0.0,421.82,0.021917808219178082
put,434000.0,12.555,0.02,0.0,421.82,0.021917808219178082
put,435000.0,13.555,0.02,0.0,421.82,0.021917808219178082
put,436000.0,14.555,0.02,0.0,421.82,0.021917808219178082
put,437000.0,15.555,0.02,0.0,421.82,0.021917808219178082
put,438000.0,16.555,0.02,0.0,421.82,0.021917808219178082
put,439000.0,17.555,0.02,0.0,421.82,0.021917808219178082
put,440000.0,18.555,0.02,0.0,421.82,0.021917808219178082
put,441000.0,19.555,0.02,0.0,421.82,0.021917808219178082
put,442000.0,20.555,0.02,0.0,421.82,0.021917808219178082
put,443000.0,21.555,0.02,0.0,421.82,0.021917808219178082
put,444000.0,22.555,0.02,0.0,421.82,0.021917808219178082
put,445000.0,23.555,0.02,0.0,421.82,0.021917808219178082
put,446000.0,24.555,0.02,0.0,421.82,0.021917808219178082
put,447000.0,25.555,0.02,0.0,421.82,0.021917808219178082
put,448000.0,26.555,0.02,0.0,421.82,0.021917808219178082
put,449000.0,27.549999999999997,0.02,0.0,421.82,0.021917808219178082
put,450000.0,28.549999999999997,0.02,0.0,421.82,0.021917808219178082
put,451000.0,29.549999999999997,0.02,0.0,421.82,0.021917808219178082
put,452000.0,30.549999999999997,0.02,0.0,421.82,0.021917808219178082
put,453000.0,31.545,0.02,0.0,421.82,0.021917808219178082
put,454000.0,32.545,0.02,0.0,421.82,0.021917808219178082
put,455000.0,33.545,0.02,0.0,421.82,0.021917808219178082
put,456000.0,34.545,0.02,0.0,421.82,0.021917808219178082
put,457000.0,35.545,0.02,0.0,421.82,0.021917808219178082
put,458000.0,36.545,0.02,0.0,421.82,0.021917808219178082
put,459000.0,37.545,0.02,0.0,421.82,0.021917808219178082
put,460000.0,38.545,0.02,0.0,421.82,0.021917808219178082
put,461000.0,39.545,0.02,0.0,421.82,0.021917808219178082
put,462000.0,40.545,0.02,0.0,421.82,0.021917808219178082
put,463000.0,41.545,0.02,0.0,421.82,0.021917808219178082
put,464000.0,42.545,0.02,0.0,421.82,0.021917808219178082
put,465000.0,43.545,0.02,0.0,421.82,0.021917808219178082
put,466000.0,44.545,0.02,0.0,421.82,0.021917808219178082
put,467000.0,45.545,0.02,0.0,421.82,0.021917808219178082
put,468000.0,46.545,0.02,0.0,421.82,0.021917808219178082
put,469000.0,47.545,0.02,0.0,421.82,0.021917808219178082
put,470000.0,48.545,0.02,0.0,421.82,0.021917808219178082
put,471000.0,49.545,0.02,0.0,421.82,0.021917808219178082
put,472000.0,50.545,0.02,0.0,421.82,0.021917808219178082
put,473000.0,51.54,0.02,0.0,421.82,0.021917808219178082
put,474000.0,52.54,0.02,0.0,421.82,0.021917808219178082
put,475000.0,53.535,0.02,0.0,421.82,0.021917808219178082
put,476000.0,54.535,0.02,0.0,421.82,0.021917808219178082
put,477000.0,55.535,0.02,0.0,421.82,0.021917808219178082
put,478000.0,56.535,0.02,0.0,421.82,0.021917808219178082
put,479000.0,57.535,0.02,0.0,421.82,0.021917808219178082
put,480000.0,58.535,0.02,0.0,421.82,0.021917808219178082
put,481000.0,59.535,0.02,0.0,421.82,0.021917808219178082
put,482000.0,60.535,0.02,0.0,421.82,0.021917808219178082
put,483000.0,61.535,0.02,0.0,421.82,0.021917808219178082
put,485000.0,63.535,0.02,0.0,421.82,0.021917808219178082
put,490000.0,68.535,0.02,0.0,421.82,0.021917808219178082
put,495000.0,73.535,0.02,0.0,421.82,0.021917808219178082
put,500000.0,78.525,0.02,0.0,421.82,0.021917808219178082
call,340000.0,81.9,0.02,0.0,421.82,0.030136986301369864
call,350000.0,71.93,0.02,0.0,421.82,0.030136986301369864
call,358000.0,63.955,0.02,0.0,421.82,0.030136986301369864
call,359000.0,62.955,0.02,0.0,421.82,0.030136986301369864
call,360000.0,61.959999999999994,0.02,0.0,421.82,0.030136986301369864
call,361000.0,60.965,0.02,0.0,421.82,0.030136986301369864
call,362000.0,59.965,0.02,0.0,421.82,0.030136986301369864
call,363000.0,58.97,0.02,0.0,421.82,0.030136986301369864
call,364000.0,57.975,0.02,0.0,421.82,0.030136986301369864
call,365000.0,56.975,0.02,0.0,421.82,0.030136986301369864
call,366000.0,55.980000000000004,0.02,0.0,421.82,0.030136986301369864
call,367000.0,54.985,0.02,0.0,421.82,0.030136986301369864
call,368000.0,53.985,0.02,0.0,421.82,0.030136986301369864
call,369000.0,52.995,0.02,0.0,421.82,0.030136986301369864
call,370000.0,51.995,0.02,0.0,421.82,0.030136986301369864
call,371000.0,51.0,0.02,0.0,421.82,0.030136986301369864
call,372000.0,50.005,0.02,0.0,421.82,0.030136986301369864
call,373000.0,49.005,0.02,0.0,421.82,0.030136986301369864
call,374000.0,48.015,0.02,0.0,421.82,0.030136986301369864
call,375000.0,47.015,0.02,0.0,421.82,0.030136986301369864
call,376000.0,46.019999999999996,0.02,0.0,421.82,0.030136986301369864
call,377000.0,45.025,0.02,0.0,421.82,0.030136986301369864
call,378000.0,44.03,0.02,0.0,421.82,0.030136986301369864
call,379000.0,43.035,0.02,0.0,421.82,0.030136986301369864
call,380000.0,42.035,0.02,0.0,421.82,0.030136986301369864
call,381000.0,41.045,0.02,0.0,421.82,0.030136986301369864
call,382000.0,40.045,0.02,0.0,421.82,0.030136986301369864
call,383000.0,39.055,0.02,0.0,421.82,0.030136986301369864
call,384000.0,38.06,0.02,0.0,421.82,0.030136986301369864
call,385000.0,37.065,0.02,0.0,421.82,0.030136986301369864
call,386000.0,36.075,0.02,0.0,421.82,0.030136986301369864
call,387000.0,35.075,0.02,0.0,421.82,0.030136986301369864
call,388000.0,34.085,0.02,0.0,421.82,0.030136986301369864
call,389000.0,33.095,0.02,0.0,421.82,0.030136986301369864
call,390000.0,32.095,0.02,0.0,421.82,0.030136986301369864
call,391000.0,31.105,0.02,0.0,421.82,0.030136986301369864
call,392000.0,30.115000000000002,0.02,0.0,421.82,0.030136986301369864
call,393000.0,29.125,0.02,0.0,421.82,0.030136986301369864
call,394000.0,28.134999999999998,0.02,0.0,421.82,0.030136986301369864
call,395000.0,27.145,0.02,0.0,421.82,0.030136986301369864
call,396000.0,26.155,0.02,0.0,421.82,0.030136986301369864
call,397000.0,25.165,0.02,0.0,421.82,0.030136986301369864
call,398000.0,24.175,0.02,0.0,421.82,0.030136986301369864
call,399000.0,23.195,0.02,0.0,421.82,0.030136986301369864
call,400000.0,22.21,0.02,0.0,421.82,0.030136986301369864
call,401000.0,21.229999999999997,0.02,0.0,421.82,0.030136986301369864
call,402000.0,20.25,0.02,0.0,421.82,0.030136986301369864
call,403000.0,19.275,0.02,0.0,421.82,0.030136986301369864
call,404000.0,18.305,0.02,0.0,421.82,0.030136986301369864
call,405000.0,17.340000000000003,0.02,0.0,421.82,0.030136986301369864
call,406000.0,16.380000000000003,0.02,0.0,421.82,0.030136986301369864
call,407000.0,15.42,0.02,0.0,421.82,0.030136986301369864
call,408000.0,14.475000000000001,0.02,0.0,421.82,0.030136986301369864
call,409000.0,13.535,0.02,0.0,421.82,0.030136986301369864
call,410000.0,12.605,0.02,0.0,421.82,0.030136986301369864
call,411000.0,11.69,0.02,0.0,421.82,0.030136986301369864
call,412000.0,10.785,0.02,0.0,421.82,0.030136986301369864
call,413000.0,9.895,0.02,0.0,421.82,0.030136986301369864
call,414000.0,9.02,0.02,0.0,421.82,0.030136986301369864
call,415000.0,8.17,0.02,0.0,421.82,0.030136986301369864
call,416000.0,7.345000000000001,0.02,0.0,421.82,0.030136986301369864
call,417000.0,6.545,0.02,0.0,421.82,0.030136986301369864
call,418000.0,5.78,0.02,0.0,421.82,0.030136986301369864
call,419000.0,5.05,0.02,0.0,421.82,0.030136986301369864
call,420000.0,4.365,0.02,0.0,421.82,0.030136986301369864
call,421000.0,3.7300000000000004,0.02,0.0,421.82,0.030136986301369864
call,422000.0,3.145,0.02,0.0,421.82,0.030136986301369864
call,423000.0,2.615,0.02,0.0,421.82,0.030136986301369864
call,424000.0,2.145,0.02,0.0,421.82,0.030136986301369864
call,425000.0,1.7349999999999999,0.02,0.0,421.82,0.030136986301369864
call,426000.0,1.375,0.02,0.0,421.82,0.030136986301369864
call,427000.0,1.085,0.02,0.0,421.82,0.030136986301369864
call,428000.0,0.835,0.02,0.0,421.82,0.030136986301369864
call,429000.0,0.645,0.02,0.0,421.82,0.030136986301369864
call,430000.0,0.485,0.02,0.0,421.82,0.030136986301369864
call,431000.0,0.365,0.02,0.0,421.82,0.030136986301369864
call,432000.0,0.275,0.02,0.0,421.82,0.030136986301369864
call,433000.0,0.20500000000000002,0.02,0.0,421.82,0.030136986301369864
call,434000.0,0.155,0.02,0.0,421.82,0.030136986301369864
call,435000.0,0.11499999999999999,0.02,0.0,421.82,0.030136986301369864
call,436000.0,0.08499999999999999,0.02,0.0,421.82,0.030136986301369864
call,437000.0,0.065,0.02,0.0,421.82,0.030136986301369864
call,438000.0,0.045,0.02,0.0,421.82,0.030136986301369864
call,439000.0,0.035,0.02,0.0,421.82,0.030136986301369864
call,440000.0,0.035,0.02,0.0,421.82,0.030136986301369864
call,441000.0,0.025,0.02,0.0,421.82,0.030136986301369864
call,442000.0,0.025,0.02,0.0,421.82,0.030136986301369864
call,443000.0,0.015,0.02,0.0,421.82,0.030136986301369864
call,444000.0,0.015,0.02,0.0,421.82,0.030136986301369864
call,445000.0,0.015,0.02,0.0,421.82,0.030136986301369864
call,446000.0,0.015,0.02,0.0,421.82,0.030136986301369864
call,447000.0,0.015,0.02,0.0,421.82,0.030136986301369864
call,448000.0,0.015,0.02,0.0,421.82,0.030136986301369864
call,449000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,450000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,451000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,452000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,453000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,454000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,455000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,456000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,457000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,458000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,459000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,460000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,461000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,462000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,463000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,464000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,465000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,466000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,467000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,468000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,469000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,470000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,471000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,472000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,473000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,474000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,475000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,476000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,477000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,478000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,479000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,480000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,481000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,482000.0,0.005,0.02,0.0,421.82,0.030136986301369864
call,483000.0,0.005,0.02,0.0,421.82,0.030136986301369864
put,340000.0,0.045,0.02,0.0,421.82,0.030136986301369864
put,350000.0,0.055,0.02,0.0,421.82,0.030136986301369864
put,358000.0,0.07500000000000001,0.02,0.0,421.82,0.030136986301369864
put,359000.0,0.07500000000000001,0.02,0.0,421.82,0.030136986301369864
put,360000.0,0.07500000000000001,0.02,0.0,421.82,0.030136986301369864
put,361000.0,0.07500000000000001,0.02,0.0,421.82,0.030136986301369864
put,362000.0,0.08499999999999999,0.02,0.0,421.82,0.030136986301369864
put,363000.0,0.08499999999999999,0.02,0.0,421.82,0.030136986301369864
put,364000.0,0.08499999999999999,0.02,0.0,421.82,0.030136986301369864
put,365000.0,0.08499999999999999,0.02,0.0,421.82,0.030136986301369864
put,366000.0,0.08499999999999999,0.02,0.0,421.82,0.030136986301369864
put,367000.0,0.095,0.02,0.0,421.82,0.030136986301369864
put,368000.0,0.095,0.02,0.0,421.82,0.030136986301369864
put,369000.0,0.095,0.02,0.0,421.82,0.030136986301369864
put,370000.0,0.095,0.02,0.0,421.82,0.030136986301369864
put,371000.0,0.095,0.02,0.0,421.82,0.030136986301369864
put,372000.0,0.10500000000000001,0.02,0.0,421.82,0.030136986301369864
put,373000.0,0.10500000000000001,0.02,0.0,421.82,0.030136986301369864
put,374000.0,0.10500000000000001,0.02,0.0,421.82,0.030136986301369864
put,375000.0,0.10500000000000001,0.02,0.0,421.82,0.030136986301369864
put,376000.0,0.11499999999999999,0.02,0.0,421.82,0.030136986301369864
put,377000.0,0.11499999999999999,0.02,0.0,421.82,0.030136986301369864
put,378000.0,0.11499999999999999,0.02,0.0,421.82,0.030136986301369864
put,379000.0,0.11499999999999999,0.02,0.0,421.82,0.030136986301369864
put,380000.0,0.125,0.02,0.0,421.82,0.030136986301369864
put,381000.0,0.125,0.02,0.0,421.82,0.030136986301369864
put,382000.0,0.125,0.02,0.0,421.82,0.030136986301369864
put,383000.0,0.135,0.02,0.0,421.82,0.030136986301369864
put,384000.0,0.135,0.02,0.0,421.82,0.030136986301369864
put,385000.0,0.135,0.02,0.0,421.82,0.030136986301369864
put,386000.0,0.14500000000000002,0.02,0.0,421.82,0.030136986301369864
put,387000.0,0.14500000000000002,0.02,0.0,421.82,0.030136986301369864
put,388000.0,0.155,0.02,0.0,421.82,0.030136986301369864
put,389000.0,0.155,0.02,0.0,421.82,0.030136986301369864
put,390000.0,0.165,0.02,0.0,421.82,0.030136986301369864
put,391000.0,0.165,0.02,0.0,421.82,0.030136986301369864
put,392000.0,0.175,0.02,0.0,421.82,0.030136986301369864
put,393000.0,0.185,0.02,0.0,421.82,0.030136986301369864
put,394000.0,0.185,0.02,0.0,421.82,0.030136986301369864
put,395000.0,0.195,0.02,0.0,421.82,0.030136986301369864
put,396000.0,0.20500000000000002,0.02,0.0,421.82,0.030136986301369864
put,397000.0,0.215,0.02,0.0,421.82,0.030136986301369864
put,398000.0,0.225,0.02,0.0,421.82,0.030136986301369864
put,399000.0,0.245,0.02,0.0,421.82,0.030136986301369864
put,400000.0,0.255,0.02,0.0,421.82,0.030136986301369864
put,401000.0,0.275,0.02,0.0,421.82,0.030136986301369864
put,402000.0,0.295,0.02,0.0,421.82,0.030136986301369864
put,403000.0,0.315,0.02,0.0,421.82,0.030136986301369864
put,404000.0,0.345,0.02,0.0,421.82,0.030136986301369864
put,405000.0,0.375,0.02,0.0,421.82,0.030136986301369864
put,406000.0,0.415,0.02,0.0,421.82,0.030136986301369864
put,407000.0,0.455,0.02,0.0,421.82,0.030136986301369864
put,408000.0,0.515,0.02,0.0,421.82,0.030136986301369864
put,409000.0,0.565,0.02,0.0,421.82,0.030136986301369864
put,410000.0,0.635,0.02,0.0,421.82,0.030136986301369864
put,411000.0,0.715,0.02,0.0,421.82,0.030136986301369864
put,412000.0,0.805,0.02,0.0,421.82,0.030136986301369864
put,413000.0,0.915,0.02,0.0,421.82,0.030136986301369864
put,414000.0,1.04,0.02,0.0,421.82,0.030136986301369864
put,415000.0,1.185,0.02,0.0,421.82,0.030136986301369864
put,416000.0,1.36,0.02,0.0,421.82,0.030136986301369864
put,417000.0,1.56,0.02,0.0,421.82,0.030136986301369864
put,418000.0,1.795,0.02,0.0,421.82,0.030136986301369864
put,419000.0,2.0700000000000003,0.02,0.0,421.82,0.030136986301369864
put,420000.0,2.385,0.02,0.0,421.82,0.030136986301369864
put,421000.0,2.75,0.02,0.0,421.82,0.030136986301369864
put,422000.0,3.175,0.02,0.0,421.82,0.030136986301369864
put,423000.0,3.67,0.02,0.0,421.82,0.030136986301369864
put,424000.0,4.220000000000001,0.02,0.0,421.82,0.030136986301369864
put,425000.0,4.83,0.02,0.0,421.82,0.030136986301369864
put,426000.0,5.49,0.02,0.0,421.82,0.030136986301369864
put,427000.0,6.215,0.02,0.0,421.82,0.030136986301369864
put,428000.0,6.98,0.02,0.0,421.82,0.030136986301369864
put,429000.0,7.8100000000000005,0.02,0.0,421.82,0.030136986301369864
put,430000.0,8.69,0.02,0.0,421.82,0.030136986301369864
put,431000.0,9.605,0.02,0.0,421.82,0.030136986301369864
put,432000.0,10.56,0.02,0.0,421.82,0.030136986301369864
put,433000.0,11.555,0.02,0.0,421.82,0.030136986301369864
put,434000.0,12.555,0.02,0.0,421.82,0.030136986301369864
put,435000.0,13.555,0.02,0.0,421.82,0.030136986301369864
put,436000.0,14.555,0.02,0.0,421.82,0.030136986301369864
put,437000.0,15.555,0.02,0.0,421.82,0.030136986301369864
put,438000.0,16.555,0.02,0.0,421.82,0.030136986301369864
put,439000.0,17.555,0.02,0.0,421.82,0.030136986301369864
put,440000.0,18.555,0.02,0.0,421.82,0.030136986301369864
put,441000.0,19.555,0.02,0.0,421.82,0.030136986301369864
put,442000.0,20.555,0.02,0.0,421.82,0.030136986301369864
put,443000.0,21.555,0.02,0.0,421.82,0.030136986301369864
put,444000.0,22.555,0.02,0.0,421.82,0.030136986301369864
put,445000.0,23.555,0.02,0.0,421.82,0.030136986301369864
put,446000.0,24.555,0.02,0.0,421.82,0.030136986301369864
put,447000.0,25.555,0.02,0.0,421.82,0.030136986301369864
put,448000.0,26.555,0.02,0.0,421.82,0.030136986301369864
put,449000.0,27.549999999999997,0.02,0.0,421.82,0.030136986301369864
put,450000.0,28.549999999999997,0.02,0.0,421.82,0.030136986301369864
put,451000.0,29.549999999999997,0.02,0.0,421.82,0.030136986301369864
put,452000.0,30.549999999999997,0.02,0.0,421.82,0.030136986301369864
put,453000.0,31.545,0.02,0.0,421.82,0.030136986301369864
put,454000.0,32.545,0.02,0.0,421.82,0.030136986301369864
put,455000.0,33.545,0.02,0.0,421.82,0.030136986301369864
put,456000.0,34.545,0.02,0.0,421.82,0.030136986301369864
put,457000.0,35.545,0.02,0.0,421.82,0.030136986301369864
put,458000.0,36.545,0.02,0.0,421.82,0.030136986301369864
put,459000.0,37.545,0.02,0.0,421.82,0.030136986301369864
put,460000.0,38.545,0.02,0.0,421.82,0.030136986301369864
put,461000.0,39.545,0.02,0.0,421.82,0.030136986301369864
put,462000.0,40.545,0.02,0.0,421.82,0.030136986301369864
put,463000.0,41.545,0.02,0.0,421.82,0.030136986301369864
put,464000.0,42.545,0.02,0.0,421.82,0.030136986301369864
put,465000.0,43.545,0.02,0.0,421.82,0.030136986301369864
put,466000.0,44.545,0.02,0.0,421.82,0.030136986301369864
put,467000.0,45.545,0.02,0.0,421.82,0.030136986301369864
put,468000.0,46.545,0.02,0.0,421.82,0.030136986301369864
put,469000.0,47.545,0.02,0.0,421.82,0.030136986301369864
put,470000.0,48.545,0.02,0.0,421.82,0.030136986301369864
put,471000.0,49.545,0.02,0.0,421.82,0.030136986301369864
put,472000.0,50.545,0.02,0.0,421.82,0.030136986301369864
put,473000.0,51.54,0.02,0.0,421.82,0.030136986301369864
put,474000.0,52.54,0.02,0.0,421.82,0.030136986301369864
put,475000.0,53.535,0.02,0.0,421.82,0.030136986301369864
put,476000.0,54.535,0.02,0.0,421.82,0.030136986301369864
put,477000.0,55.535,0.02,0.0,421.82,0.030136986301369864
put,478000.0,56.535,0.02,0.0,421.82,0.030136986301369864
put,479000.0,57.535,0.02,0.0,421.82,0.030136986301369864
put,480000.0,58.535,0.02,0.0,421.82,0.030136986301369864
put,481000.0,59.535,0.02,0.0,421.82,0.030136986301369864
put,482000.0,60.535,0.02,0.0,421.82,0.030136986301369864
put,483000.0,61.535,0.02,0.0,421.82,0.030136986301369864
call,340000.0,81.97,0.02,0.0,421.82,0.03287671232876712
call,350000.0,72.0,0.02,0.0,421.82,0.03287671232876712
call,358000.0,64.03,0.02,0.0,421.82,0.03287671232876712
call,359000.0,63.035,0.02,0.0,421.82,0.03287671232876712
call,360000.0,62.040000000000006,0.02,0.0,421.82,0.03287671232876712
call,361000.0,61.045,0.02,0.0,421.82,0.03287671232876712
call,362000.0,60.045,0.02,0.0,421.82,0.03287671232876712
call,363000.0,59.05,0.02,0.0,421.82,0.03287671232876712
call,364000.0,58.055,0.02,0.0,421.82,0.03287671232876712
call,365000.0,57.06,0.02,0.0,421.82,0.03287671232876712
call,366000.0,56.065,0.02,0.0,421.82,0.03287671232876712
call,367000.0,55.06999999999999,0.02,0.0,421.82,0.03287671232876712
call,368000.0,54.075,0.02,0.0,421.82,0.03287671232876712
call,369000.0,53.075,0.02,0.0,421.82,0.03287671232876712
call,370000.0,52.085,0.02,0.0,421.82,0.03287671232876712
call,371000.0,51.085,0.02,0.0,421.82,0.03287671232876712
call,372000.0,50.095,0.02,0.0,421.82,0.03287671232876712
call,373000.0,49.095,0.02,0.0,421.82,0.03287671232876712
call,374000.0,48.105000000000004,0.02,0.0,421.82,0.03287671232876712
call,375000.0,47.105000000000004,0.02,0.0,421.82,0.03287671232876712
call,376000.0,46.115,0.02,0.0,421.82,0.03287671232876712
call,377000.0,45.115,0.02,0.0,421.82,0.03287671232876712
call,378000.0,44.125,0.02,0.0,421.82,0.03287671232876712
call,379000.0,43.129999999999995,0.02,0.0,421.82,0.03287671232876712
call,380000.0,42.135,0.02,0.0,421.82,0.03287671232876712
call,381000.0,41.144999999999996,0.02,0.0,421.82,0.03287671232876712
call,382000.0,40.144999999999996,0.02,0.0,421.82,0.03287671232876712
call,383000.0,39.155,0.02,0.0,421.82,0.03287671232876712
call,384000.0,38.165,0.02,0.0,421.82,0.03287671232876712
call,385000.0,37.165,0.02,0.0,421.82,0.03287671232876712
call,386000.0,36.175,0.02,0.0,421.82,0.03287671232876712
call,387000.0,35.185,0.02,0.0,421.82,0.03287671232876712
call,388000.0,34.195,0.02,0.0,421.82,0.03287671232876712
call,389000.0,33.205,0.02,0.0,421.82,0.03287671232876712
call,390000.0,32.209999999999994,0.02,0.0,421.82,0.03287671232876712
call,391000.0,31.22,0.02,0.0,421.82,0.03287671232876712
call,392000.0,30.235,0.02,0.0,421.82,0.03287671232876712
call,393000.0,29.244999999999997,0.02,0.0,421.82,0.03287671232876712
call,394000.0,28.255000000000003,0.02,0.0,421.82,0.03287671232876712
call,395000.0,27.265,0.02,0.0,421.82,0.03287671232876712
call,396000.0,26.285,0.02,0.0,421.82,0.03287671232876712
call,397000.0,25.305,0.02,0.0,421.82,0.03287671232876712
call,398000.0,24.32,0.02,0.0,421.82,0.03287671232876712
call,399000.0,23.345,0.02,0.0,421.82,0.03287671232876712
call,400000.0,22.365000000000002,0.02,0.0,421.82,0.03287671232876712
call,401000.0,21.39,0.02,0.0,421.82,0.03287671232876712
call,402000.0,20.42,0.02,0.0,421.82,0.03287671232876712
call,403000.0,19.46,0.02,0.0,421.82,0.03287671232876712
call,404000.0,18.5,0.02,0.0,421.82,0.03287671232876712
call,405000.0,17.54,0.02,0.0,421.82,0.03287671232876712
call,406000.0,16.590000000000003,0.02,0.0,421.82,0.03287671232876712
call,407000.0,15.645,0.02,0.0,421.82,0.03287671232876712
call,408000.0,14.71,0.02,0.0,421.82,0.03287671232876712
call,409000.0,13.785,0.02,0.0,421.82,0.03287671232876712
call,410000.0,12.870000000000001,0.02,0.0,421.82,0.03287671232876712
call,411000.0,11.96,0.02,0.0,421.82,0.03287671232876712
call,412000.0,11.065000000000001,0.02,0.0,421.82,0.03287671232876712
call,413000.0,10.190000000000001,0.02,0.0,421.82,0.03287671232876712
call,414000.0,9.33,0.02,0.0,421.82,0.03287671232876712
call,415000.0,8.489999999999998,0.02,0.0,421.82,0.03287671232876712
call,416000.0,7.68,0.02,0.0,421.82,0.03287671232876712
