call_put,strike,mid,rate,q,spot,maturity_years
call,476000.0,0.005,0.02,0.0,421.82,0.010958904109589041
call,477000.0,0.005,0.02,0.0,421.82,0.010958904109589041
call,478000.0,0.005,0.02,0.0,421.82,0.010958904109589041
call,479000.0,0.005,0.02,0.0,421.82,0.010958904109589041
call,480000.0,0.005,0.02,0.0,421.82,0.010958904109589041
call,481000.0,0.005,0.02,0.0,421.82,0.010958904109589041
call,482000.0,0.005,0.02,0.0,421.82,0.010958904109589041
call,483000.0,0.005,0.02,0.0,421.82,0.010958904109589041
put,330000.0,0.005,0.02,0.0,421.82,0.010958904109589041
put,340000.0,0.005,0.02,0.0,421.82,0.010958904109589041
put,350000.0,0.005,0.02,0.0,421.82,0.010958904109589041
put,352000.0,0.005,0.02,0.0,421.82,0.010958904109589041
put,353000.0,0.015,0.02,0.0,421.82,0.010958904109589041
put,354000.0,0.015,0.02,0.0,421.82,0.010958904109589041
put,355000.0,0.015,0.02,0.0,421.82,0.010958904109589041
put,356000.0,0.015,0.02,0.0,421.82,0.010958904109589041
put,357000.0,0.015,0.02,0.0,421.82,0.010958904109589041
put,358000.0,0.015,0.02,0.0,421.82,0.010958904109589041
put,359000.0,0.015,0.02,0.0,421.82,0.010958904109589041
put,360000.0,0.015,0.02,0.0,421.82,0.010958904109589041
put,361000.0,0.015,0.02,0.0,421.82,0.010958904109589041
put,362000.0,0.015,0.02,0.0,421.82,0.010958904109589041
put,363000.0,0.015,0.02,0.0,421.82,0.010958904109589041
put,364000.0,0.015,0.02,0.0,421.82,0.010958904109589041
put,365000.0,0.015,0.02,0.0,421.82,0.010958904109589041
call,354000.0,67.58500000000001,0.02,0.0,421.82,0.0136986301369863
put,366000.0,0.015,0.02,0.0,421.82,0.010958904109589041
put,367000.0,0.015,0.02,0.0,421.82,0.010958904109589041
put,368000.0,0.015,0.02,0.0,421.82,0.010958904109589041
put,369000.0,0.015,0.02,0.0,421.82,0.010958904109589041
put,370000.0,0.025,0.02,0.0,421.82,0.010958904109589041
put,371000.0,0.025,0.02,0.0,421.82,0.010958904109589041
put,372000.0,0.025,0.02,0.0,421.82,0.010958904109589041
put,373000.0,0.025,0.02,0.0,421.82,0.010958904109589041
put,374000.0,0.025,0.02,0.0,421.82,0.010958904109589041
put,375000.0,0.025,0.02,0.0,421.82,0.010958904109589041
put,376000.0,0.025,0.02,0.0,421.82,0.010958904109589041
put,377000.0,0.025,0.02,0.0,421.82,0.010958904109589041
put,378000.0,0.025,0.02,0.0,421.82,0.010958904109589041
put,379000.0,0.025,0.02,0.0,421.82,0.010958904109589041
put,380000.0,0.025,0.02,0.0,421.82,0.010958904109589041
put,381000.0,0.025,0.02,0.0,421.82,0.010958904109589041
put,382000.0,0.025,0.02,0.0,421.82,0.010958904109589041
put,383000.0,0.035,0.02,0.0,421.82,0.010958904109589041
put,384000.0,0.035,0.02,0.0,421.82,0.010958904109589041
put,385000.0,0.035,0.02,0.0,421.82,0.010958904109589041
put,386000.0,0.035,0.02,0.0,421.82,0.010958904109589041
put,387000.0,0.035,0.02,0.0,421.82,0.010958904109589041
put,388000.0,0.035,0.02,0.0,421.82,0.010958904109589041
put,389000.0,0.035,0.02,0.0,421.82,0.010958904109589041
put,390000.0,0.035,0.02,0.0,421.82,0.010958904109589041
put,391000.0,0.035,0.02,0.0,421.82,0.010958904109589041
put,392000.0,0.035,0.02,0.0,421.82,0.010958904109589041
put,393000.0,0.045,0.02,0.0,421.82,0.010958904109589041
put,394000.0,0.045,0.02,0.0,421.82,0.010958904109589041
put,395000.0,0.045,0.02,0.0,421.82,0.010958904109589041
put,396000.0,0.045,0.02,0.0,421.82,0.010958904109589041
put,397000.0,0.045,0.02,0.0,421.82,0.010958904109589041
put,398000.0,0.045,0.02,0.0,421.82,0.010958904109589041
put,399000.0,0.055,0.02,0.0,421.82,0.010958904109589041
put,400000.0,0.055,0.02,0.0,421.82,0.010958904109589041
put,401000.0,0.055,0.02,0.0,421.82,0.010958904109589041
put,402000.0,0.055,0.02,0.0,421.82,0.010958904109589041
put,403000.0,0.065,0.02,0.0,421.82,0.010958904109589041
put,404000.0,0.065,0.02,0.0,421.82,0.010958904109589041
put,405000.0,0.065,0.02,0.0,421.82,0.010958904109589041
put,406000.0,0.07500000000000001,0.02,0.0,421.82,0.010958904109589041
put,407000.0,0.07500000000000001,0.02,0.0,421.82,0.010958904109589041
put,408000.0,0.08499999999999999,0.02,0.0,421.82,0.010958904109589041
put,409000.0,0.095,0.02,0.0,421.82,0.010958904109589041
put,410000.0,0.10500000000000001,0.02,0.0,421.82,0.010958904109589041
put,411000.0,0.125,0.02,0.0,421.82,0.010958904109589041
put,412000.0,0.14500000000000002,0.02,0.0,421.82,0.010958904109589041
put,413000.0,0.175,0.02,0.0,421.82,0.010958904109589041
put,414000.0,0.225,0.02,0.0,421.82,0.010958904109589041
put,415000.0,0.28500000000000003,0.02,0.0,421.82,0.010958904109589041
put,416000.0,0.375,0.02,0.0,421.82,0.010958904109589041
put,417000.0,0.485,0.02,0.0,421.82,0.010958904109589041
put,418000.0,0.655,0.02,0.0,421.82,0.010958904109589041
put,419000.0,0.875,0.02,0.0,421.82,0.010958904109589041
put,420000.0,1.1749999999999998,0.02,0.0,421.82,0.010958904109589041
put,421000.0,1.5550000000000002,0.02,0.0,421.82,0.010958904109589041
put,422000.0,2.035,0.02,0.0,421.82,0.010958904109589041
put,423000.0,2.615,0.02,0.0,421.82,0.010958904109589041
put,424000.0,3.27,0.02,0.0,421.82,0.010958904109589041
put,425000.0,4.01,0.02,0.0,421.82,0.010958904109589041
put,426000.0,4.82,0.02,0.0,421.82,0.010958904109589041
put,427000.0,5.6899999999999995,0.02,0.0,421.82,0.010958904109589041
put,428000.0,6.615,0.02,0.0,421.82,0.010958904109589041
put,429000.0,7.57,0.02,0.0,421.82,0.010958904109589041
put,430000.0,8.56,0.02,0.0,421.82,0.010958904109589041
put,431000.0,9.555,0.02,0.0,421.82,0.010958904109589041
put,432000.0,10.555,0.02,0.0,421.82,0.010958904109589041
put,433000.0,11.555,0.02,0.0,421.82,0.010958904109589041
put,434000.0,12.555,0.02,0.0,421.82,0.010958904109589041
put,435000.0,13.555,0.02,0.0,421.82,0.010958904109589041
put,436000.0,14.555,0.02,0.0,421.82,0.010958904109589041
put,437000.0,15.555,0.02,0.0,421.82,0.010958904109589041
put,438000.0,16.555,0.02,0.0,421.82,0.010958904109589041
put,439000.0,17.555,0.02,0.0,421.82,0.010958904109589041
put,440000.0,18.555,0.02,0.0,421.82,0.010958904109589041
put,441000.0,19.555,0.02,0.0,421.82,0.010958904109589041
put,442000.0,20.555,0.02,0.0,421.82,0.010958904109589041
put,443000.0,21.555,0.02,0.0,421.82,0.010958904109589041
put,444000.0,22.555,0.02,0.0,421.82,0.010958904109589041
put,445000.0,23.555,0.02,0.0,421.82,0.010958904109589041
put,447000.0,25.555,0.02,0.0,421.82,0.010958904109589041
put,448000.0,26.555,0.02,0.0,421.82,0.010958904109589041
put,449000.0,27.549999999999997,0.02,0.0,421.82,0.010958904109589041
put,450000.0,28.549999999999997,0.02,0.0,421.82,0.010958904109589041
put,451000.0,29.549999999999997,0.02,0.0,421.82,0.010958904109589041
put,452000.0,30.549999999999997,0.02,0.0,421.82,0.010958904109589041
put,453000.0,31.545,0.02,0.0,421.82,0.010958904109589041
put,454000.0,32.545,0.02,0.0,421.82,0.010958904109589041
put,455000.0,33.545,0.02,0.0,421.82,0.010958904109589041
put,456000.0,34.545,0.02,0.0,421.82,0.010958904109589041
put,457000.0,35.545,0.02,0.0,421.82,0.010958904109589041
put,458000.0,36.545,0.02,0.0,421.82,0.010958904109589041
put,459000.0,37.545,0.02,0.0,421.82,0.010958904109589041
put,460000.0,38.545,0.02,0.0,421.82,0.010958904109589041
put,461000.0,39.545,0.02,0.0,421.82,0.010958904109589041
put,462000.0,40.545,0.02,0.0,421.82,0.010958904109589041
put,463000.0,41.545,0.02,0.0,421.82,0.010958904109589041
put,464000.0,42.545,0.02,0.0,421.82,0.010958904109589041
put,465000.0,43.545,0.02,0.0,421.82,0.010958904109589041
put,466000.0,44.545,0.02,0.0,421.82,0.010958904109589041
put,467000.0,45.545,0.02,0.0,421.82,0.010958904109589041
put,468000.0,46.545,0.02,0.0,421.82,0.010958904109589041
put,469000.0,47.545,0.02,0.0,421.82,0.010958904109589041
put,470000.0,48.545,0.02,0.0,421.82,0.010958904109589041
put,471000.0,49.545,0.02,0.0,421.82,0.010958904109589041
put,472000.0,50.545,0.02,0.0,421.82,0.010958904109589041
put,473000.0,51.54,0.02,0.0,421.82,0.010958904109589041
put,474000.0,52.54,0.02,0.0,421.82,0.010958904109589041
put,475000.0,53.535,0.02,0.0,421.82,0.010958904109589041
put,476000.0,54.535,0.02,0.0,421.82,0.010958904109589041
put,477000.0,55.535,0.02,0.0,421.82,0.010958904109589041
put,478000.0,56.535,0.02,0.0,421.82,0.010958904109589041
put,479000.0,57.535,0.02,0.0,421.82,0.010958904109589041
put,480000.0,58.535,0.02,0.0,421.82,0.010958904109589041
put,481000.0,59.535,0.02,0.0,421.82,0.010958904109589041
put,482000.0,60.535,0.02,0.0,421.82,0.010958904109589041
put,483000.0,61.535,0.02,0.0,421.82,0.010958904109589041
call,330000.0,91.55,0.02,0.0,421.82,0.0136986301369863
call,340000.0,81.565,0.02,0.0,421.82,0.0136986301369863
call,350000.0,71.57499999999999,0.02,0.0,421.82,0.0136986301369863
call,352000.0,69.58,0.02,0.0,421.82,0.0136986301369863
call,353000.0,68.58,0.02,0.0,421.82,0.0136986301369863
call,355000.0,66.58500000000001,0.02,0.0,421.82,0.0136986301369863
call,356000.0,65.58500000000001,0.02,0.0,421.82,0.0136986301369863
call,357000.0,64.58500000000001,0.02,0.0,421.82,0.0136986301369863
call,358000.0,63.585,0.02,0.0,421.82,0.0136986301369863
call,359000.0,62.585,0.02,0.0,421.82,0.0136986301369863
call,360000.0,61.59,0.02,0.0,421.82,0.0136986301369863
call,361000.0,60.595,0.02,0.0,421.82,0.0136986301369863
call,362000.0,59.595,0.02,0.0,421.82,0.0136986301369863
call,363000.0,58.595,0.02,0.0,421.82,0.0136986301369863
call,364000.0,57.595,0.02,0.0,421.82,0.0136986301369863
call,365000.0,56.595,0.02,0.0,421.82,0.0136986301369863
call,366000.0,55.595,0.02,0.0,421.82,0.0136986301369863
call,367000.0,54.605000000000004,0.02,0.0,421.82,0.0136986301369863
call,368000.0,53.605000000000004,0.02,0.0,421.82,0.0136986301369863
call,369000.0,52.605000000000004,0.02,0.0,421.82,0.0136986301369863
call,370000.0,51.605000000000004,0.02,0.0,421.82,0.0136986301369863
call,371000.0,50.605000000000004,0.02,0.0,421.82,0.0136986301369863
call,372000.0,49.605000000000004,0.02,0.0,421.82,0.0136986301369863
call,373000.0,48.615,0.02,0.0,421.82,0.0136986301369863
call,374000.0,47.615,0.02,0.0,421.82,0.0136986301369863
call,375000.0,46.615,0.02,0.0,421.82,0.0136986301369863
call,376000.0,45.615,0.02,0.0,421.82,0.0136986301369863
call,377000.0,44.615,0.02,0.0,421.82,0.0136986301369863
call,378000.0,43.615,0.02,0.0,421.82,0.0136986301369863
call,379000.0,42.625,0.02,0.0,421.82,0.0136986301369863
call,380000.0,41.625,0.02,0.0,421.82,0.0136986301369863
call,381000.0,40.625,0.02,0.0,421.82,0.0136986301369863
call,382000.0,39.625,0.02,0.0,421.82,0.0136986301369863
call,383000.0,38.625,0.02,0.0,421.82,0.0136986301369863
call,384000.0,37.635,0.02,0.0,421.82,0.0136986301369863
call,385000.0,36.635,0.02,0.0,421.82,0.0136986301369863
call,386000.0,35.635,0.02,0.0,421.82,0.0136986301369863
call,387000.0,34.635,0.02,0.0,421.82,0.0136986301369863
call,388000.0,33.635,0.02,0.0,421.82,0.0136986301369863
call,389000.0,32.644999999999996,0.02,0.0,421.82,0.0136986301369863
call,390000.0,31.645,0.02,0.0,421.82,0.0136986301369863
call,391000.0,30.645,0.02,0.0,421.82,0.0136986301369863
call,392000.0,29.645,0.02,0.0,421.82,0.0136986301369863
call,393000.0,28.655,0.02,0.0,421.82,0.0136986301369863
call,394000.0,27.655,0.02,0.0,421.82,0.0136986301369863
call,395000.0,26.655,0.02,0.0,421.82,0.0136986301369863
call,396000.0,25.659999999999997,0.02,0.0,421.82,0.0136986301369863
call,397000.0,24.665,0.02,0.0,421.82,0.0136986301369863
call,398000.0,23.665,0.02,0.0,421.82,0.0136986301369863
call,399000.0,22.67,0.02,0.0,421.82,0.0136986301369863
call,400000.0,21.675,0.02,0.0,421.82,0.0136986301369863
call,401000.0,20.675,0.02,0.0,421.82,0.0136986301369863
call,402000.0,19.685000000000002,0.02,0.0,421.82,0.0136986301369863
call,403000.0,18.689999999999998,0.02,0.0,421.82,0.0136986301369863
call,404000.0,17.695,0.02,0.0,421.82,0.0136986301369863
call,405000.0,16.705,0.02,0.0,421.82,0.0136986301369863
call,406000.0,15.71,0.02,0.0,421.82,0.0136986301369863
call,407000.0,14.72,0.02,0.0,421.82,0.0136986301369863
call,408000.0,13.735,0.02,0.0,421.82,0.0136986301369863
call,409000.0,12.75,0.02,0.0,421.82,0.0136986301369863
call,410000.0,11.77,0.02,0.0,421.82,0.0136986301369863
call,411000.0,10.8,0.02,0.0,421.82,0.0136986301369863
call,412000.0,9.84,0.02,0.0,421.82,0.0136986301369863
call,413000.0,8.89,0.02,0.0,421.82,0.0136986301369863
call,414000.0,7.959999999999999,0.02,0.0,421.82,0.0136986301369863
call,415000.0,7.045,0.02,0.0,421.82,0.0136986301369863
call,416000.0,6.16,0.02,0.0,421.82,0.0136986301369863
call,417000.0,5.305,0.02,0.0,421.82,0.0136986301369863
call,418000.0,4.475,0.02,0.0,421.82,0.0136986301369863
call,419000.0,3.725,0.02,0.0,421.82,0.0136986301369863
call,420000.0,3.04,0.02,0.0,421.82,0.0136986301369863
call,421000.0,2.4299999999999997,0.02,0.0,421.82,0.0136986301369863
call,422000.0,1.89,0.02,0.0,421.82,0.0136986301369863
call,423000.0,1.44,0.02,0.0,421.82,0.0136986301369863
call,424000.0,1.065,0.02,0.0,421.82,0.0136986301369863
call,425000.0,0.765,0.02,0.0,421.82,0.0136986301369863
call,426000.0,0.535,0.02,0.0,421.82,0.0136986301369863
call,427000.0,0.365,0.02,0.0,421.82,0.0136986301369863
call,428000.0,0.245,0.02,0.0,421.82,0.0136986301369863
call,429000.0,0.155,0.02,0.0,421.82,0.0136986301369863
call,430000.0,0.095,0.02,0.0,421.82,0.0136986301369863
call,431000.0,0.065,0.02,0.0,421.82,0.0136986301369863
call,432000.0,0.035,0.02,0.0,421.82,0.0136986301369863
call,433000.0,0.025,0.02,0.0,421.82,0.0136986301369863
call,434000.0,0.025,0.02,0.0,421.82,0.0136986301369863
call,435000.0,0.015,0.02,0.0,421.82,0.0136986301369863
call,436000.0,0.015,0.02,0.0,421.82,0.0136986301369863
call,437000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,438000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,439000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,440000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,441000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,442000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,443000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,444000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,445000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,446000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,447000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,448000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,449000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,450000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,451000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,452000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,453000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,454000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,455000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,456000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,457000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,458000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,459000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,460000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,461000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,462000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,463000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,464000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,465000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,466000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,467000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,468000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,469000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,470000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,471000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,472000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,473000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,474000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,475000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,476000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,477000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,478000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,479000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,480000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,481000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,482000.0,0.005,0.02,0.0,421.82,0.0136986301369863
call,483000.0,0.005,0.02,0.0,421.82,0.0136986301369863
put,330000.0,0.015,0.02,0.0,421.82,0.0136986301369863
put,340000.0,0.015,0.02,0.0,421.82,0.0136986301369863
put,350000.0,0.015,0.02,0.0,421.82,0.0136986301369863
put,352000.0,0.015,0.02,0.0,421.82,0.0136986301369863
call,389000.0,32.715,0.02,0.0,421.82,0.01643835616438356
put,353000.0,0.025,0.02,0.0,421.82,0.0136986301369863
put,354000.0,0.025,0.02,0.0,421.82,0.0136986301369863
put,355000.0,0.025,0.02,0.0,421.82,0.0136986301369863
put,356000.0,0.025,0.02,0.0,421.82,0.0136986301369863
put,357000.0,0.025,0.02,0.0,421.82,0.0136986301369863
put,358000.0,0.025,0.02,0.0,421.82,0.0136986301369863
put,359000.0,0.025,0.02,0.0,421.82,0.0136986301369863
put,360000.0,0.025,0.02,0.0,421.82,0.0136986301369863
put,361000.0,0.025,0.02,0.0,421.82,0.0136986301369863
put,362000.0,0.025,0.02,0.0,421.82,0.0136986301369863
put,363000.0,0.025,0.02,0.0,421.82,0.0136986301369863
put,364000.0,0.025,0.02,0.0,421.82,0.0136986301369863
put,365000.0,0.025,0.02,0.0,421.82,0.0136986301369863
put,366000.0,0.025,0.02,0.0,421.82,0.0136986301369863
put,367000.0,0.035,0.02,0.0,421.82,0.0136986301369863
put,368000.0,0.035,0.02,0.0,421.82,0.0136986301369863
put,369000.0,0.035,0.02,0.0,421.82,0.0136986301369863
put,370000.0,0.035,0.02,0.0,421.82,0.0136986301369863
put,371000.0,0.035,0.02,0.0,421.82,0.0136986301369863
put,372000.0,0.035,0.02,0.0,421.82,0.0136986301369863
